Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Total_Income,Monthly_Payments,LoanAmount_Log,Applicant_Income_Log,Total_Income_Log,Prediction,probability of denial,probability of acceptance
LP001268,1,0,0,1,0,6792,3338,187,360,1,2,10130,-0.654995414595569,5.231108616854587,8.823500727991183,9.22325659724273,1,0.29373494153722746,0.7062650584627725
LP001270,1,1,3,0,1,8000,250,187,360,1,1,8250,-0.654995414595569,5.231108616854587,8.987196820661973,9.017968479328726,1,0.12033873593899935,0.8796612640610006
LP001284,1,1,1,1,0,2419,1707,124,360,1,2,4126,-1.0658224658451187,4.820281565605037,7.791109510610028,8.325063693631197,1,0.13135516963732685,0.8686448303626731
LP001287,1,1,3,0,0,3500,833,120,360,1,1,4333,-1.0986122886681098,4.787491742782046,8.160518247477505,8.374015421739909,1,0.10026228502306533,0.8997377149769347
LP001291,1,1,1,1,0,3500,3077,160,360,1,1,6577,-0.8109302162163288,5.075173815233827,8.160518247477505,8.79133399330135,1,0.1613996149954906,0.8386003850045094
LP001298,1,1,2,1,0,4116,1000,30,180,1,2,5116,-1.791759469228055,3.4011973816621555,8.32263709695394,8.540128162698734,1,0.08277349430683845,0.9172265056931616
LP001312,1,1,0,0,1,5293,0,92,360,1,2,5293,-1.3643154544011153,4.5217885770490405,8.574140471857987,8.574140471857987,1,0.22125780140323303,0.778742198596767
LP001313,1,0,0,1,0,2750,0,130,360,0,2,2750,-1.0185695809945732,4.867534450455582,7.919356190660617,7.919356190660617,0,0.6597723116787634,0.3402276883212366
LP001317,0,0,0,0,0,4402,0,130,360,1,0,4402,-1.0185695809945732,4.867534450455582,8.389814262086407,8.389814262086407,1,0.3679255733271426,0.6320744266728574
LP001321,1,1,2,1,0,3613,3539,134,180,1,1,7152,-0.29511705093929896,4.897839799950911,8.19229373114764,8.87514731685335,1,0.13405043803888272,0.8659495619611173
LP001323,0,1,2,1,0,2779,3664,176,360,0,1,6443,-0.7156200364120039,5.170483995038151,7.929846429742503,8.770749549138642,1,0.4491143877522209,0.5508856122477791
LP001324,1,1,3,1,0,4720,0,90,180,1,1,4720,-0.6931471805599453,4.499809670330265,8.459564078579602,8.459564078579602,1,0.08733116805372143,0.9126688319462786
LP001332,1,1,0,0,0,2415,1721,110,360,1,1,4136,-1.1856236656577395,4.700480365792417,7.789454566086673,8.327484416188264,1,0.2346868069789968,0.7653131930210032
LP001335,1,1,0,1,1,7016,292,125,360,1,2,7308,-1.0577902941478545,4.8283137373023015,8.855948534052018,8.896724917497897,1,0.19634696119217343,0.8036530388078266
LP001338,0,0,2,1,0,4968,0,189,360,1,1,4968,-0.6443570163905132,5.241747015059643,8.510772623613315,8.510772623613315,1,0.1761471580955618,0.8238528419044382
LP001347,0,0,0,1,0,2101,1500,108,360,0,0,3601,-1.2039728043259361,4.68213122712422,7.650168700845001,8.188966863648876,0,0.7076691585883579,0.2923308414116421
LP001348,1,1,3,0,0,4490,0,125,360,1,2,4490,-1.0577902941478545,4.8283137373023015,8.4096079807363,8.4096079807363,1,0.09119264144370998,0.90880735855629
LP001351,1,1,0,1,0,2917,3583,138,360,1,1,6500,-0.958850346292951,4.927253685157205,7.978310969867722,8.779557455883728,1,0.2082487987055247,0.7917512012944753
LP001352,1,1,0,0,0,4700,0,135,360,0,1,4700,-0.9808292530117262,4.90527477843843,8.45531778769815,8.45531778769815,0,0.6619606460008669,0.33803935399913304
LP001358,1,1,0,1,0,3445,0,130,360,0,1,3445,-1.0185695809945732,4.867534450455582,8.144679183447758,8.144679183447758,0,0.5930726302577414,0.40692736974225857
LP001359,1,1,0,1,0,7666,0,187,360,1,1,7666,-0.654995414595569,5.231108616854587,8.9445502459405,8.9445502459405,1,0.22404112374583451,0.7759588762541655
LP001361,1,1,0,1,0,2458,5105,188,360,0,0,7563,-0.6496620686202064,5.236441962829949,7.80710329012598,8.93102321585603,0,0.6527066552054602,0.34729334479453977
LP001366,0,0,0,1,0,3250,0,95,360,1,1,3250,-1.3322271398496148,4.553876891600541,8.086410275323782,8.086410275323782,1,0.2647579123516677,0.7352420876483323
LP001368,1,0,0,1,0,4463,0,65,360,1,1,4463,-1.7117167615545186,4.174387269895637,8.40357646462927,8.40357646462927,1,0.2489504681991701,0.7510495318008299
LP001375,1,1,1,1,0,4083,1775,139,60,1,2,5858,0.8401293709085912,4.9344739331306915,8.314587291319576,8.675563527387679,1,0.18491315294354926,0.8150868470564507
LP001380,1,1,0,1,1,3900,2094,232,360,1,0,5994,-0.43936665978384565,5.44673737166631,8.268731832117737,8.69851424787661,1,0.25336227705048586,0.7466377229495141
LP001386,1,1,0,0,0,4750,3583,144,360,1,1,8333,-0.916290731874155,4.969813299576001,8.465899897028686,9.027978814382207,1,0.26643440827954346,0.7335655917204565
LP001400,1,0,0,1,0,3583,3435,155,360,1,2,7018,-0.842678914530909,5.043425116919247,8.183955717304954,8.85623355614316,1,0.2715854137238912,0.7284145862761088
LP001407,1,1,0,1,0,3189,2367,186,360,1,2,5556,-0.6603573577369544,5.225746673713202,8.067462667010057,8.622633703874234,1,0.19492906780131458,0.8050709321986854
LP001413,1,0,0,1,1,6356,0,50,360,1,0,6356,-1.9740810260220096,3.912023005428146,8.757154527656606,8.757154527656606,1,0.27436421998343097,0.725635780016569
LP001415,1,1,1,1,0,3413,4053,125,360,1,1,7466,-1.0577902941478545,4.8283137373023015,8.135346948906706,8.91811465947453,1,0.15713141210207504,0.842868587897925
LP001419,0,1,0,1,0,7950,0,185,360,1,2,7950,-0.665748206371831,5.220355825078324,8.980927207648378,8.980927207648378,1,0.20680491082394026,0.7931950891760597
LP001420,1,1,3,1,0,3829,1103,163,360,0,2,4932,-0.7923538306433934,5.093750200806762,8.250358951477294,8.503499864284235,1,0.3256196996344618,0.6743803003655382
LP001428,1,1,3,1,0,72529,0,360,360,1,2,72529,0.0,5.886104031450156,11.191741760864094,11.191741760864094,1,0.15113681727265327,0.8488631827273467
LP001445,1,1,2,0,0,4136,0,149,480,0,0,4136,-1.1698397979564774,5.003946305945459,8.327484416188264,8.327484416188264,0,0.5037800997140711,0.4962199002859289
LP001446,1,1,0,1,0,8449,0,257,360,1,0,8449,-0.33702794655493584,5.54907608489522,9.041803370152845,9.041803370152845,1,0.2572675787011569,0.7427324212988431
LP001450,1,1,0,1,0,4456,0,131,180,0,1,4456,-0.31775952768905885,4.875197323201151,8.40200678160712,8.40200678160712,0,0.6360309242415886,0.3639690757584114
LP001452,1,1,2,1,0,4635,8000,102,180,1,0,12635,-0.5679840376059393,4.624972813284271,8.441391477999955,9.444226019822295,1,0.1585480251181235,0.8414519748818765
LP001455,1,1,0,1,0,3571,1917,135,360,1,2,5488,-0.9808292530117262,4.90527477843843,8.18060094759445,8.610319169405722,1,0.18618335910303518,0.8138166408969648
LP001466,1,0,0,1,0,3066,0,95,360,1,1,3066,-1.3322271398496148,4.553876891600541,8.028129059431759,8.028129059431759,1,0.2599873821383878,0.7400126178616122
LP001471,1,0,2,0,0,3235,2015,77,360,1,1,5250,-1.542298609596472,4.343805421853684,8.081784206935001,8.565983355585669,1,0.18191951667860362,0.8180804833213964
LP001472,0,0,0,1,0,5058,0,200,360,1,0,5058,-0.587786664902119,5.298317366548036,8.52872642722991,8.52872642722991,1,0.3307722430930631,0.6692277569069369
LP001475,1,1,0,1,1,3188,2286,130,360,0,0,5474,-1.0185695809945732,4.867534450455582,8.067149039910106,8.607764889600624,0,0.639056223794311,0.36094377620568896
LP001483,1,1,3,1,0,13518,0,390,360,1,0,13518,0.08004270767353636,5.966146739123692,9.511777409660299,9.511777409660299,1,0.11752585527054915,0.8824741447294508
LP001486,1,1,1,1,0,4364,2500,185,360,1,1,6864,-0.665748206371831,5.220355825078324,8.381144346952961,8.834045641167798,1,0.16675626256106957,0.8332437374389304
LP001490,1,1,2,0,0,4766,1646,100,360,1,1,6412,-1.2809338454620642,4.605170185988092,8.469262657658687,8.765926513729443,1,0.1376057858127725,0.8623942141872275
LP001496,1,1,1,1,0,4609,2333,123,360,0,1,6942,-1.073919676077738,4.812184355372417,8.435766192720509,8.845345196421732,0,0.5217926822098381,0.4782073177901619
LP001499,0,1,3,1,0,6260,0,110,360,1,1,6260,-1.1856236656577395,4.700480365792417,8.741935464094144,8.741935464094144,1,0.08271046880109767,0.9172895311989023
LP001500,1,1,1,1,0,3333,4200,256,360,1,2,7533,-0.3409265869705932,5.545177444479562,8.11162807830774,8.927048647825695,1,0.1569813432571867,0.8430186567428133
LP001501,1,1,0,1,0,3500,3250,140,360,1,1,6750,-0.9444616088408514,4.941642422609304,8.160518247477505,8.817297783866575,1,0.21100330297054515,0.7889966970294549
LP001517,1,1,3,1,0,9719,0,61,360,1,2,9719,-1.7752301672768445,4.110873864173311,9.181838011503471,9.181838011503471,1,0.06670053367245354,0.9332994663275465
LP001527,1,1,3,1,0,6835,0,188,360,0,1,6835,-0.6496620686202064,5.236441962829949,8.82981174915805,8.82981174915805,1,0.36885449618008204,0.631145503819918
LP001534,1,0,0,1,0,4452,0,131,360,1,0,4452,-1.0109067082490042,4.875197323201151,8.401108712395436,8.401108712395436,1,0.30673193035609203,0.693268069643908
LP001542,0,1,0,1,0,2262,0,125,480,0,1,2262,-1.3454723665996353,4.8283137373023015,7.724004656676065,7.724004656676065,0,0.5660332564732111,0.43396674352678893
LP001547,1,1,1,1,0,3901,0,116,360,1,2,3901,-1.1325138403437909,4.7535901911063645,8.268988209506656,8.268988209506656,1,0.13195066705909908,0.8680493329409009
LP001548,1,1,2,0,0,2687,0,50,180,1,0,2687,-1.2809338454620642,3.912023005428146,7.8961806086154915,7.8961806086154915,1,0.13998102863867712,0.8600189713613229
LP001558,1,0,0,1,0,2243,2233,107,360,0,1,4476,-1.2132751969882496,4.672828834461906,7.715569534520208,8.406485069431817,0,0.6807454484899216,0.31925455151007837
LP001561,0,1,0,1,0,3417,1287,200,360,1,1,4704,-0.587786664902119,5.298317366548036,8.136518252115291,8.456168489578463,1,0.21827442973638367,0.7817255702636163
LP001563,1,0,0,1,0,1596,1760,119,360,0,2,3356,-1.1069805383386264,4.77912349311153,7.3752557780097545,8.118505067587098,0,0.6488310241087298,0.3511689758912702
LP001567,1,1,3,1,0,4513,0,120,360,1,0,4513,-1.0986122886681098,4.787491742782046,8.414717399827001,8.414717399827001,1,0.0897412858643799,0.9102587141356201
LP001568,1,1,0,1,0,4500,0,140,360,1,1,4500,-0.9444616088408514,4.941642422609304,8.411832675758411,8.411832675758411,1,0.2051027481932144,0.7948972518067856
LP001573,1,1,0,0,0,4523,1350,165,360,1,2,5873,-0.7801585575495751,5.10594547390058,8.416930769477844,8.67812085552252,1,0.2380223320123579,0.7619776679876421
LP001584,0,0,0,1,1,4742,0,108,360,1,1,4742,-1.2039728043259361,4.68213122712422,8.464214266625351,8.464214266625351,1,0.2855944221927055,0.7144055778072945
LP001587,1,1,0,1,0,4082,0,93,360,1,1,4082,-1.3535045382968995,4.532599493153256,8.31434234336979,8.31434234336979,1,0.18933229193364898,0.810667708066351
LP001589,0,0,0,1,0,3417,0,102,360,1,2,3417,-1.2611312181658847,4.624972813284271,8.136518252115291,8.136518252115291,1,0.2451904493683832,0.7548095506316168
LP001591,0,1,2,1,0,2922,3396,122,360,1,1,6318,-1.082082986716899,4.804021044733257,7.980023592310645,8.75115798136203,1,0.11421909294031019,0.8857809070596898
LP001599,1,1,0,1,0,4167,4754,160,360,1,0,8921,-0.8109302162163288,5.075173815233827,8.334951631422454,9.096163326913784,1,0.24681513223981544,0.7531848677601846
LP001601,1,0,3,1,0,4243,4123,157,360,0,1,8366,-0.8298582261018476,5.056245805348308,8.353025845202325,9.031931152002144,1,0.47316987685855383,0.5268301231414462
LP001607,0,0,0,0,0,0,1760,180,360,1,1,1760,-0.6931471805599453,5.19295685089021,0.0,7.473069088032197,1,0.18561570386816995,0.81438429613183
LP001611,1,1,1,1,0,1516,2900,80,360,0,0,4416,-1.5040773967762742,4.382026634673881,7.323830566202317,8.392989587956931,0,0.5003453448810903,0.4996546551189097
LP001613,0,0,0,1,0,1762,2666,104,360,0,2,4428,-1.241713132308783,4.6443908991413725,7.474204806496124,8.395703293828527,0,0.6520435562803881,0.34795644371961193
LP001622,1,1,2,1,0,724,3510,213,360,0,0,4234,-0.5248118657407306,5.3612921657094255,6.584791392385716,8.350902451694811,1,0.44557327895423815,0.5544267210457618
LP001627,1,0,0,1,0,3125,0,65,360,1,2,3125,-1.7117167615545186,4.174387269895637,8.047189562170502,8.047189562170502,1,0.22064508142373485,0.7793549185762652
LP001650,1,1,0,1,0,2333,3803,146,360,1,0,6136,-0.9024974097418192,4.983606621708336,7.75491027202143,8.721928343047091,1,0.22783146628569206,0.7721685337143079
LP001651,1,1,3,1,0,3350,1560,135,360,1,2,4910,-0.9808292530117262,4.90527477843843,8.116715624819111,8.499029220788566,1,0.0729135158042733,0.9270864841957267
LP001652,1,0,0,1,0,2500,6414,187,360,0,0,8914,-0.654995414595569,5.231108616854587,7.824046010856292,9.0953783535065,0,0.7485058703026348,0.2514941296973652
LP001655,0,0,0,1,0,12500,0,300,360,0,2,12500,-0.1823215567939546,5.703782474656201,9.433483923290392,9.433483923290392,0,0.7279753106859914,0.27202468931400864
LP001660,1,0,0,1,0,4667,0,120,360,1,1,4667,-1.0986122886681098,4.787491742782046,8.448271745949816,8.448271745949816,1,0.2781830493652475,0.7218169506347525
LP001662,1,0,0,1,0,6500,0,71,360,0,2,6500,-1.6234241544088404,4.2626798770413155,8.779557455883728,8.779557455883728,0,0.6470853661449645,0.3529146338550355
LP001663,1,1,2,1,0,7500,0,225,360,1,2,7500,-0.4700036292457356,5.41610040220442,8.922658299524402,8.922658299524402,1,0.11473264937450744,0.8852673506254926
LP001667,1,0,0,1,0,3073,0,70,180,1,2,3073,-0.9444616088408514,4.248495242049359,8.030409562130485,8.030409562130485,1,0.25176720126174934,0.7482327987382507
LP001695,1,1,1,0,0,3321,2088,70,360,1,1,5409,-1.6376087894007967,4.248495242049359,8.108021221376747,8.595819511871428,1,0.16777472959302708,0.8322252704069729
LP001703,1,1,0,1,0,3333,1270,124,360,1,2,4603,-1.0658224658451187,4.820281565605037,8.11162807830774,8.434463543817241,1,0.1806200181066424,0.8193799818933576
LP001718,1,0,0,1,0,3391,0,132,360,1,0,3391,-1.0033021088637848,4.882801922586371,8.128880142125638,8.128880142125638,1,0.30157964265917137,0.6984203573408286
LP001728,1,1,1,1,1,3343,1517,105,360,1,0,4860,-1.2321436812926323,4.653960350157523,8.114623886420098,8.48879371689454,1,0.16681180663937545,0.8331881933606246
LP001735,0,0,1,1,0,3620,0,90,360,1,2,3620,-1.3862943611198906,4.499809670330265,8.194229304819817,8.194229304819817,1,0.18245625249977238,0.8175437475002276
LP001737,1,0,0,1,0,4000,0,83,84,1,2,4000,-0.01197619104671565,4.418840607796598,8.294049640102028,8.294049640102028,1,0.28929533784795636,0.7107046621520436
LP001739,1,1,0,1,0,4258,0,125,360,1,2,4258,-1.0577902941478545,4.8283137373023015,8.356554845453426,8.356554845453426,1,0.18126440548235323,0.8187355945176468
LP001742,1,1,2,1,0,4500,0,147,360,1,0,4500,-0.8956714446714193,4.990432586778736,8.411832675758411,8.411832675758411,1,0.1274543728701958,0.8725456271298042
LP001757,1,1,1,1,0,2014,2925,120,360,1,0,4939,-1.0986122886681098,4.787491742782046,7.607878073278507,8.504918160540624,1,0.16168096138924748,0.8383190386107525
LP001769,1,0,0,1,0,3333,1250,110,360,1,1,4583,-1.1856236656577395,4.700480365792417,8.11162807830774,8.430109084509125,1,0.271949459777852,0.728050540222148
LP001771,0,0,3,1,0,4083,0,103,360,0,1,4083,-1.25137504322052,4.634728988229636,8.314587291319576,8.314587291319576,1,0.43453837441179766,0.5654616255882023
LP001785,1,0,0,1,0,4727,0,150,360,0,0,4727,-0.8754687373538999,5.0106352940962555,8.461046030793236,8.461046030793236,0,0.7291023365703939,0.2708976634296061
LP001787,1,1,3,1,0,3089,2999,100,240,1,0,6088,-0.8754687373538999,4.605170185988092,8.035602692918582,8.714074899541522,1,0.0958992733989198,0.9041007266010802
LP001789,1,1,3,0,0,6794,528,139,360,0,2,7322,-0.9516300983194639,4.9344739331306915,8.82379514872053,8.898638793680181,1,0.38952397098836655,0.6104760290116334
LP001791,1,1,0,1,1,32000,0,550,360,0,1,32000,0.42381424677636087,6.309918278226516,10.373491181781864,10.373491181781864,0,0.7120213802154032,0.28797861978459677
LP001794,1,1,2,1,1,10890,0,260,12,1,0,10890,3.0757749812275277,5.560681631015528,9.295600215927006,9.295600215927006,1,0.2363031035925266,0.7636968964074734
LP001797,0,0,0,1,0,12941,0,150,300,1,2,12941,-0.6931471805599453,5.0106352940962555,9.46815584482167,9.46815584482167,1,0.3021346934852116,0.6978653065147884
LP001815,1,0,0,0,0,3276,0,90,360,1,1,3276,-1.3862943611198906,4.499809670330265,8.09437844497296,8.09437844497296,1,0.31104469275979674,0.6889553072402033
LP001817,1,0,0,0,1,8703,0,199,360,0,0,8703,-0.5927992067256632,5.293304824724492,9.071423072789514,9.071423072789514,0,0.8032237526182142,0.1967762473817858
LP001818,1,1,1,1,0,4742,717,139,360,1,1,5459,-0.9516300983194639,4.9344739331306915,8.464214266625351,8.605020901781758,1,0.1559208161171013,0.8440791838828987
LP001822,1,0,0,1,0,5900,0,150,360,1,2,5900,-0.8754687373538999,5.0106352940962555,8.68270762989381,8.68270762989381,1,0.2675704585554767,0.7324295414445233
LP001827,1,0,0,1,0,3071,4309,180,360,1,2,7380,-0.6931471805599453,5.19295685089021,8.029758520440822,8.906528917594517,1,0.27717830900911555,0.7228216909908844
LP001831,1,1,0,1,0,2783,1456,113,360,1,2,4239,-1.1587162127378152,4.727387818712341,7.931284761525891,8.352082671352637,1,0.17542092241367113,0.8245790775863289
LP001842,1,0,0,1,0,5000,0,148,360,1,0,5000,-0.8888917576860407,4.997212273764115,8.517193191416238,8.517193191416238,1,0.3145392288850528,0.6854607711149472
LP001853,1,1,1,0,0,2463,2360,117,360,0,2,4823,-1.1239300966523995,4.762173934797756,7.809135398120538,8.481151420068972,0,0.53531463061545,0.46468536938454996
LP001855,1,1,2,1,0,4855,0,72,360,1,0,4855,-1.6094379124341003,4.276666119016055,8.487764380725425,8.487764380725425,1,0.11122445323918506,0.8887755467608149
LP001857,1,0,0,0,1,1599,2474,125,300,1,1,4073,-0.8754687373538999,4.8283137373023015,7.377133712833954,8.312135107648412,1,0.3386840226631964,0.6613159773368036
LP001862,1,1,2,1,1,4246,4246,214,360,1,2,8492,-0.5201280164283042,5.365976015021851,8.353732642263202,9.046879822823147,1,0.12048857033191662,0.8795114296680834
LP001867,1,1,0,1,0,4333,2291,133,350,1,0,6624,-0.9675840262617056,4.890349128221754,8.374015421739909,8.798454696065095,1,0.2326625124590863,0.7673374875409137
LP001878,1,0,1,1,0,5823,2529,187,360,1,1,8352,-0.654995414595569,5.231108616854587,8.66957087183712,9.03025631012242,1,0.24188839453449928,0.7581116054655007
LP001881,1,1,0,0,0,7895,0,143,360,1,0,7895,-0.9232594011902485,4.962844630259907,8.973984926689743,8.973984926689743,1,0.2877350723430747,0.7122649276569253
